Date,Actual,LGBM_Pred,LGBM_Lower_90,LGBM_Upper_90
2025-06-03 04:00:00,8827.0,8681.448279906044,8182.181904609298,9783.352633432145
2025-06-03 05:00:00,8908.0,8404.942011621028,7765.330089501203,9606.851959731872
2025-06-03 06:00:00,8982.0,8975.44167545015,8618.94449178559,9805.662467446133
2025-06-03 07:00:00,9410.0,9259.119893981311,8855.80654000352,9888.396201442487
2025-06-03 08:00:00,10084.0,9822.683904490937,9337.982662020722,10459.954989011832
2025-06-03 09:00:00,10820.0,10463.967653970712,10110.546714549186,11028.507756593326
2025-06-03 10:00:00,11411.0,11115.748427437837,10889.109249072751,11579.875209843
2025-06-03 11:00:00,12041.0,11851.131570352509,11636.473442944727,12264.624963938677
2025-06-03 12:00:00,12558.0,12329.968489114917,12011.935506635065,12645.686217740198
2025-06-03 13:00:00,12797.0,12601.293856338301,12312.141768302969,12905.57800558703
2025-06-03 14:00:00,13017.0,12923.362437736463,12598.098568486921,13199.347583341309
2025-06-03 15:00:00,12858.0,12931.386510728236,12745.020621970209,13215.289559175786
2025-06-03 16:00:00,12425.0,12659.2651659675,12456.11293269957,12913.277715938557
2025-06-03 17:00:00,12110.0,12275.29905242564,11956.717291451147,12785.91505521257
2025-06-03 18:00:00,13789.5,13694.368142322584,13018.479333384896,14148.762452819476
2025-06-03 19:00:00,14193.0,14114.36755308662,13736.056239771147,14164.79993235498
2025-06-03 20:00:00,14306.0,14365.086001141846,14019.881464193997,14499.771497120491
2025-06-03 21:00:00,14205.0,14337.97721329088,14040.22302653405,14469.832392211976
2025-06-03 22:00:00,14170.0,14100.528646496554,13898.262320577789,14300.94363825764
2025-06-03 23:00:00,13855.0,13733.920549633614,13646.746753631256,14110.754095954208
2025-06-04 00:00:00,13300.0,13395.207933858605,13075.119368462714,13616.652854713948
2025-06-04 01:00:00,12750.0,12887.141543761885,12601.749514665193,13088.441211468857
2025-06-04 02:00:00,12225.0,12400.10395984507,11901.250124088303,12626.480655613697
2025-06-04 03:00:00,11708.0,11833.565226186585,11254.522699684852,12194.132607404817
2025-06-04 04:00:00,10957.0,11187.399673066106,10638.369583374057,11564.96215846029
2025-06-04 05:00:00,10098.0,10347.087740922556,9972.03237269666,10815.207085477407
2025-06-04 06:00:00,10105.0,9908.248489856556,9503.91277220381,10232.30145264944
2025-06-04 07:00:00,10567.0,10237.706596980664,9884.091932145933,10548.93663016806
